carat,depth,table,x,y,z,cut,price
0.7,61.4,56,5.72,5.75,3.52,4,2270
0.7,61.2,56,5.73,5.78,3.52,4,2270
0.6,61.9,56,5.4,5.45,3.36,4,2270
0.67,61.6,61,5.57,5.6,3.44,1,2270
0.71,62.1,57,5.72,5.64,3.53,4,2270
0.71,64.3,63,5.63,5.56,3.6,1,2270
0.78,60.6,58,5.92,5.97,3.6,2,2271
0.53,62.9,54,5.19,5.15,3.25,4,2271
0.54,62.3,56,5.19,5.21,3.24,4,2271
0.54,62.5,57,5.16,5.2,3.24,4,2271
0.7,64.4,60,5.51,5.58,3.57,1,2271
0.7,64.3,58,5.56,5.61,3.59,1,2271
0.71,61.8,57,5.73,5.67,3.52,3,2271
0.5,61,56,5.11,5.15,3.13,4,2272
0.71,62,54,5.73,5.77,3.56,4,2272
0.7,62.3,58,5.58,5.65,3.5,2,2273
0.7,60.9,59,5.72,5.75,3.49,2,2273
0.75,62,60,5.8,5.75,3.57,3,2273
0.7,62.1,59,5.65,5.63,3.5,3,2273
0.7,62.9,59,5.71,5.64,3.57,3,2273
0.53,62.2,54,5.19,5.23,3.24,4,2273
0.53,62.1,53.2,5.17,5.21,3.22,4,2273
0.7,57.3,63,5.78,5.84,3.33,0,2273
0.7,63.1,56,5.66,5.63,3.56,2,2273
0.61,60.5,58.5,5.44,5.64,3.34,2,2274
0.71,63.3,56,5.66,5.69,3.59,2,2274
0.71,62.7,58,5.7,5.72,3.58,2,2274
0.7,61.4,57,5.72,5.78,3.53,4,2274
0.75,60.5,57,5.88,5.95,3.58,2,2274
0.75,60.9,58,5.88,5.91,3.59,3,2274
0.7,62.4,59,5.55,5.64,3.49,2,2274
0.7,63.2,55,5.58,5.63,3.54,1,2274
0.71,65.7,56,5.51,5.54,3.63,0,2274
0.81,59,57,6.14,6.1,3.61,3,2274
0.57,62.2,59,5.29,5.26,3.28,3,2274
0.54,60.7,57,5.29,5.26,3.2,4,2274
0.5,62.4,55,5.08,5.11,3.18,2,2275
0.48,60.6,56,5.13,5.06,3.09,2,2275
0.7,61.3,61,5.66,5.7,3.48,2,2275
0.77,61.2,57,5.94,5.98,3.65,4,2275
0.77,61.6,58,5.92,5.96,3.66,3,2275
0.53,61.4,56,5.19,5.23,3.2,4,2275
0.52,61.8,56,5.17,5.19,3.2,4,2275
0.66,61.5,60.8,5.55,5.6,3.43,1,2275
0.66,59.6,60.2,5.66,5.71,3.38,1,2275
0.79,61.8,59,5.97,5.91,3.67,3,2275
0.71,62.1,60,5.7,5.66,3.53,3,2275
0.7,62.9,58,5.6,5.65,3.54,2,2276
0.7,62.3,56,5.66,5.7,3.54,2,2276
0.7,62.8,57,5.62,5.66,3.54,2,2276
0.7,63,59,5.64,5.67,3.56,2,2276
0.7,62.5,54,5.69,5.74,3.57,4,2276
0.7,62.1,58,5.63,5.68,3.51,4,2276
0.73,62.1,56,5.77,5.8,3.59,4,2276
0.73,62.7,57,5.75,5.79,3.62,4,2276
0.7,62.1,58,5.67,5.69,3.53,4,2276
0.7,62.4,56,5.66,5.69,3.54,4,2276
0.7,58.5,61,5.76,5.82,3.39,1,2276
0.74,60.3,58,5.82,5.86,3.52,2,2277
0.72,63.7,59,5.63,5.68,3.6,1,2277
0.72,62.7,59,5.69,5.73,3.58,3,2277
0.72,61.5,56,5.77,5.8,3.56,2,2277
0.74,63,56,5.75,5.77,3.63,2,2277
0.71,62.8,58,5.67,5.7,3.57,2,2277
0.79,62.1,56,5.92,5.97,3.69,4,2277
0.55,59.6,60,5.41,5.36,3.15,3,2277
0.7,59.1,59,5.76,5.91,3.45,2,2278
0.7,63.1,54,5.64,5.67,3.57,2,2278
0.77,61.1,59,5.85,5.95,3.59,2,2278
0.75,63.2,57,5.76,5.82,3.66,1,2278
0.75,62.1,57,5.81,5.85,3.62,4,2278
0.73,61.6,57,5.81,5.79,3.57,4,2278
0.61,62.2,54,5.51,5.49,3.42,4,2278
0.85,59.2,64,6.17,6.13,3.64,1,2278
0.73,65.9,55,5.68,5.64,3.74,0,2278
0.73,62.3,56,5.78,5.72,3.58,4,2278
0.73,61.8,58,5.76,5.71,3.54,3,2278
0.7,60.3,63,5.73,5.77,3.47,2,2279
0.56,61.5,58,5.3,5.33,3.27,3,2279
0.56,62,56,5.28,5.33,3.29,4,2279
0.72,62,55,5.74,5.77,3.57,4,2279
0.71,61.8,63,5.73,5.67,3.52,2,2279
0.53,62.3,55,5.18,5.22,3.23,2,2280
1,68,57,6.14,6.05,4.15,0,2280
0.7,62.7,55,5.63,5.66,3.54,2,2281
0.7,59.5,56,5.79,5.81,3.45,2,2281
0.56,62.3,54,5.29,5.34,3.31,4,2281
0.53,62.5,65,5.11,5.17,3.21,1,2281
0.74,63,58,5.73,5.77,3.62,2,2282
0.7,63.1,58,5.66,5.69,3.58,1,2282
0.7,58.2,60,5.84,5.78,3.38,2,2282
0.71,64.5,55.6,5.58,5.61,3.6,1,2282
0.71,58.4,62.1,5.8,5.83,3.4,1,2282
0.65,62,56,5.6,5.57,3.46,4,2282
0.77,62.2,58,5.9,5.85,3.66,3,2282
0.81,60.4,59,6.04,6.11,3.67,2,2283
0.71,63.7,56,5.68,5.63,3.6,1,2283
0.71,62.3,56,5.69,5.65,3.53,3,2283
0.5,61.8,53,5.13,5.18,3.19,4,2283
0.61,61.8,57,5.43,5.47,3.37,4,2283
0.7,62.5,54,5.68,5.71,3.56,4,2283
0.82,61.2,58,6.04,5.99,3.68,3,2283
0.59,62.2,56,5.39,5.35,3.34,4,2283
0.92,66.1,57,6.22,6,4.05,0,2283
0.72,62.9,58,5.7,5.72,3.59,2,2285
0.7,61.6,58,5.71,5.65,3.5,3,2285
0.7,61.6,61,5.7,5.63,3.49,3,2285
0.61,61.7,55,5.45,5.47,3.37,4,2285
0.7,60.4,58,5.82,5.77,3.5,4,2285
0.61,61.6,55,5.46,5.48,3.37,4,2286
0.7,60,55,5.73,5.77,3.45,2,2287
0.27,60.5,57,4.17,4.19,2.53,4,397
0.27,62.4,59,4.11,4.13,2.57,3,397
0.26,62,56,4.08,4.11,2.54,2,399
0.25,61.1,60,4.07,4.11,2.5,2,399
0.27,58.8,57,4.25,4.36,2.53,2,399
0.24,62.5,60,3.96,3.98,2.48,1,399
0.25,57.6,60,4.15,4.18,2.4,1,399
0.31,61.8,54.1,4.35,4.38,2.7,4,400
0.31,62.1,53.6,4.36,4.39,2.72,4,400
0.23,62.4,60,3.9,3.92,2.44,2,400
0.23,61.8,60,3.91,3.95,2.43,3,400
0.26,61.3,55,4.15,4.21,2.56,2,401
0.26,61.4,56,4.13,4.16,2.54,2,401
0.3,62.1,54,4.32,4.35,2.69,4,401
0.3,62.1,55,4.3,4.33,2.68,4,401
0.3,62,54,4.33,4.35,2.69,4,401
0.3,60.9,59,4.29,4.32,2.62,4,401
0.25,60.6,64,4.05,4.07,2.46,1,401
0.23,61.6,58,3.96,3.99,2.45,2,402
0.23,63.1,58,3.91,3.95,2.48,2,402
0.23,62.9,57,3.92,3.97,2.48,2,402
0.23,60.8,58,3.98,4.02,2.43,2,402
0.23,60.5,58,3.92,3.95,2.38,2,402
0.23,60.8,58,3.97,4.05,2.44,2,402
0.23,63.4,56,3.84,3.89,2.45,2,402
0.23,61,59,3.95,3.99,2.42,2,402
0.23,59.1,59,4.02,4.07,2.39,2,402
0.23,61.6,59,3.96,4,2.45,2,402
0.23,59.4,57,4.06,4.09,2.42,2,402
0.23,61.9,58,3.9,4.02,2.45,2,402
0.31,61.2,58,4.32,4.37,2.66,3,544
0.31,63.6,56,4.26,4.29,2.72,1,544
0.31,63.7,57,4.29,4.31,2.74,1,544
0.31,62.2,57,4.34,4.37,2.71,4,544
0.31,61.7,57,4.33,4.36,2.68,4,544
0.31,63,57,4.29,4.32,2.71,2,544
0.31,62.7,57,4.29,4.32,2.7,4,544
0.31,63.6,57,4.28,4.3,2.73,1,544
0.31,63.2,57,4.29,4.32,2.72,1,544
0.31,60.5,60,4.34,4.39,2.64,3,544
0.31,63.5,55,4.31,4.35,2.75,1,544
0.31,63,54,4.33,4.37,2.74,2,544
0.31,62.4,58,4.32,4.36,2.71,3,544
0.31,61.4,57,4.33,4.37,2.67,4,544
0.31,63,59,4.26,4.31,2.7,2,544
0.31,63.4,55,4.29,4.32,2.73,1,544
0.31,63.5,58,4.22,4.29,2.7,1,544
0.31,62,58,4.3,4.35,2.68,2,544
0.31,62.6,55,4.31,4.35,2.71,4,544
0.31,61.4,56,4.34,4.36,2.67,4,544
0.3,62.9,58,4.27,4.31,2.7,2,544
0.31,63.2,59,4.28,4.33,2.72,1,544
0.31,61.7,55,4.35,4.37,2.69,4,544
0.31,61.4,56,4.37,4.39,2.69,2,544
0.31,62.7,58,4.31,4.33,2.71,2,544
0.31,63.1,57,4.28,4.31,2.71,1,544
0.31,61.8,57,4.34,4.36,2.69,4,544
0.31,59.4,59,4.41,4.44,2.63,3,544
0.31,59.6,57,4.4,4.43,2.63,4,544
0.31,61.6,59,4.31,4.33,2.66,2,544
0.7,60.5,62,5.72,5.76,3.47,2,2287
0.34,62.1,57,4.46,4.52,2.79,4,2287
0.34,59.8,57,4.57,4.59,2.74,4,2287
0.7,62.6,54,5.63,5.71,3.55,4,2287
0.7,62.8,56,5.64,5.67,3.55,4,2287
0.7,61,57,5.71,5.74,3.5,4,2287
0.5,60.8,54,5.19,5.2,3.16,4,2287
0.76,59.3,59,5.97,5.93,3.53,3,2287
1.01,64.5,56,6.32,6.26,4.06,0,2287
0.7,62.7,58,5.61,5.65,3.53,2,2288
0.73,62.4,56,5.72,5.76,3.58,2,2288
0.53,62.4,56,5.15,5.17,3.22,4,2288
0.76,63,56,5.81,5.84,3.67,4,2288
0.7,61.3,57,5.72,5.77,3.52,4,2288
0.62,58.9,64,5.62,5.55,3.29,1,2288
0.74,61.4,56,5.78,5.84,3.57,4,2289
0.54,61.2,57,5.26,5.28,3.22,4,2289
0.54,61.5,55,5.24,5.3,3.23,4,2289
0.51,63.1,58,5.1,5.07,3.21,2,2289
0.7,64.1,56,5.63,5.6,3.6,1,2289
0.53,60.6,58,5.26,5.2,3.17,3,2290
0.53,61.6,56,5.26,5.23,3.23,4,2290
0.57,62.6,58,5.28,5.3,3.31,2,2290
0.7,60.1,56,5.76,5.79,3.47,2,2290
0.7,65.2,57,5.56,5.52,3.61,0,2290
0.44,60.6,56,4.95,4.99,3.01,4,2290
0.44,61,57,4.91,4.93,3,4,2290
0.53,62.1,56,5.22,5.15,3.22,4,2290
0.53,62.2,54,5.22,5.19,3.24,4,2290
0.7,63.8,60,5.61,5.52,3.55,1,2290
0.56,59.5,61,5.36,5.33,3.18,3,2290
0.53,61.4,57,5.22,5.2,3.2,3,2290
0.53,61.3,55,5.23,5.27,3.22,4,2291
0.53,61.3,56,5.21,5.24,3.2,4,2291
0.71,60.7,57,5.78,5.81,3.52,4,2291
1.01,63.4,61,6.38,6.3,4.02,2,2291
0.74,61.8,59,5.85,5.83,3.61,3,2291
0.8,60.8,59,6,5.94,3.63,3,2292
0.77,61.9,54,5.89,5.94,3.66,4,2292
0.56,62.5,56,5.26,5.3,3.3,4,2292
0.77,59.2,66,5.96,5.9,3.51,0,2292
0.7,63.5,56,5.64,5.7,3.6,2,2293
0.77,63.3,58,5.78,5.76,3.65,2,2293
0.53,60.6,56,5.27,5.33,3.21,4,2293
0.53,60.3,56,5.29,5.33,3.2,4,2293
0.67,62.3,62,5.5,5.59,3.46,1,2293
0.7,62.3,59,5.71,5.66,3.54,3,2293
1.05,61.8,57,6.51,6.4,3.99,0,2293
0.7,61.4,57,5.72,5.74,3.52,2,2294
0.72,59.8,60,5.76,5.81,3.46,2,2294
0.8,62.7,57,5.88,5.95,3.71,2,2294
0.71,62.1,59,5.7,5.73,3.55,3,2294
0.55,61.5,57,5.24,5.27,3.23,4,2294
0.55,60.8,56,5.27,5.32,3.22,4,2294
0.59,62.3,56,5.4,5.38,3.36,4,2294
0.7,62.5,56,5.64,5.69,3.54,4,2294
0.7,62.6,55,5.65,5.7,3.55,4,2294
0.7,62.5,55,5.69,5.71,3.56,4,2294
0.7,62.2,55,5.67,5.71,3.54,4,2294
0.85,60.7,58,6.12,6.08,3.71,3,2295
0.72,62.6,52,5.74,5.77,3.6,4,2295
0.72,62.3,54,5.76,5.79,3.6,4,2295
0.75,59.1,58,5.91,5.87,3.48,3,2295
0.74,60.3,58,5.84,5.82,3.51,4,2295
0.75,63,58,5.79,5.76,3.64,3,2295
0.7,60.4,61,5.68,5.77,3.46,2,2296
0.79,61.8,60,5.92,5.96,3.67,2,2296
0.52,62.2,56,5.16,5.13,3.2,4,2296
0.58,62.2,58,5.35,5.32,3.32,3,2297
0.53,60.7,59,5.19,5.28,3.18,2,2297
0.64,62.2,58,5.49,5.54,3.43,2,2297
0.71,60.4,58,5.8,5.83,3.51,3,2297
0.5,61.8,53.6,5.1,5.13,3.16,4,2297
0.57,61,56,5.38,5.4,3.29,4,2297
0.72,61.4,56,5.76,5.83,3.56,4,2297
0.69,62.4,56,5.66,5.69,3.55,4,2297
0.81,66.5,53,5.76,5.83,3.86,0,2297
0.58,62.2,58,5.35,5.3,3.31,3,2297
0.74,59.6,60,5.85,6,3.53,2,2298
0.7,63.2,56,5.6,5.64,3.55,2,2298
0.7,61.5,56,5.71,5.73,3.52,2,2298
0.56,61.9,56,5.28,5.32,3.28,4,2298
0.7,64.2,60,5.59,5.62,3.6,1,2298
0.6,61.8,57,5.36,5.42,3.33,4,2298
0.72,61.7,55,5.79,5.75,3.56,4,2298
0.7,61.8,57,5.67,5.72,3.52,4,2298
0.56,61.7,55,5.29,5.34,3.28,4,2298
0.56,61.8,54,5.31,5.33,3.29,4,2298
0.72,60.5,59,5.83,5.8,3.52,3,2298
0.57,57.6,60,5.49,5.45,3.15,1,2298
0.7,62.1,60,5.71,5.73,3.55,3,2299
0.79,60.8,56,5.98,6.02,3.65,2,2300
0.75,63.7,56,5.73,5.77,3.66,2,2300
0.87,61.4,57,6.14,6.17,3.78,2,2300
0.71,59.3,59,5.89,5.81,3.47,3,2300
0.74,62.4,58,5.75,5.7,3.57,3,2300
0.75,62.9,57,5.74,5.81,3.63,4,2300
0.72,61.2,58,5.72,5.78,3.52,4,2300
0.71,60.4,60,5.8,5.72,3.48,3,2300
0.71,65.5,55,5.59,5.56,3.65,0,2300
0.71,62.8,59,5.67,5.64,3.55,3,2300
0.71,57.9,53,5.84,5.8,3.37,1,2300
0.71,64.4,58,5.59,5.56,3.59,0,2300
0.81,68.8,79,5.26,5.2,3.58,0,2301
0.51,62.5,57,5.06,5.12,3.18,4,2301
0.52,61.8,56,5.16,5.19,3.2,4,2301
0.52,61.4,56,5.23,5.2,3.2,4,2302
0.59,63.5,59,5.28,5.3,3.36,2,2302
0.54,61.2,55,5.25,5.31,3.23,4,2302
0.73,62.1,55.8,5.77,5.81,3.6,4,2302
0.7,63.1,58,5.69,5.66,3.58,2,2302
0.52,59.8,58,5.27,5.24,3.14,3,2302
0.77,60.8,57,5.96,5.89,3.6,4,2302
0.51,61.2,56,5.16,5.17,3.16,4,2303
0.76,61.3,59,5.85,5.83,3.58,3,2303
0.55,61.6,55,5.26,5.29,3.25,4,2303
0.8,59.1,61,6.03,5.99,3.55,3,2304
0.56,60.3,57,5.33,5.37,3.23,2,2304
0.7,61.9,58,5.7,5.73,3.54,2,2304
0.7,62.8,56,5.64,5.66,3.55,2,2304
0.51,59.4,60,5.18,5.23,3.09,2,2304
0.96,59.5,60,6.28,6.23,3.72,0,2304
0.71,62.2,56,5.71,5.74,3.56,4,2304
0.72,63.9,58,5.72,5.64,3.63,1,2305
0.7,61.6,56.1,5.72,5.77,3.53,2,2306
0.71,63.3,56,5.65,5.69,3.59,1,2306
0.71,61.8,58,5.72,5.76,3.55,3,2306
0.71,63.6,56,5.65,5.7,3.61,1,2306
0.71,62.1,56,5.68,5.72,3.54,4,2306
0.71,61.1,58,5.76,5.73,3.51,3,2306
0.61,61.5,58,5.46,5.4,3.34,3,2306
0.71,61.4,59,5.74,5.7,3.51,3,2306
0.61,61.5,54,5.48,5.51,3.38,4,2306
0.6,62.2,56,5.36,5.44,3.36,4,2306
0.72,64.6,55,5.66,5.71,3.67,0,2306
0.7,59.9,58,5.73,5.69,3.42,3,2306
0.61,60.7,56,5.52,5.49,3.34,4,2306
0.87,63,57,6.07,6.02,3.81,4,2307
0.78,61.5,59,5.88,5.95,3.63,2,2307
0.7,63.2,61,5.62,5.59,3.54,2,2307
0.7,60.6,59,5.76,5.73,3.48,3,2307
0.54,61.6,55,5.25,5.27,3.24,4,2307
0.81,62,56,6,6.03,3.73,4,2307
0.7,63.7,61,5.64,5.6,3.58,1,2307
0.7,62.9,59,5.67,5.59,3.54,3,2307
0.75,60.3,61,5.88,5.86,3.54,3,2307
0.76,61.9,54,5.88,5.84,3.63,4,2307
0.71,61.1,57,5.79,5.73,3.52,4,2307
0.71,62.4,54,5.72,5.75,3.58,4,2308
0.71,61.5,57,5.74,5.78,3.54,4,2308
0.71,62,56,5.72,5.77,3.56,4,2308
0.72,57.9,56,5.93,5.85,3.41,1,2308
0.72,61.8,55,5.77,5.75,3.56,4,2308
0.71,63.7,58,5.65,5.62,3.59,1,2308
0.64,62.2,58,5.49,5.51,3.42,4,2308
0.67,59.4,59.5,5.7,5.76,3.4,2,2309
0.67,59.9,57.4,5.69,5.75,3.42,2,2309
0.73,61.6,58,5.79,5.73,3.55,3,2309
0.74,62.7,56,5.78,5.74,3.61,4,2309
0.67,58.1,62,5.76,5.83,3.36,1,2309
0.67,58.7,61.5,5.67,5.79,3.37,1,2309
0.61,62.6,55,5.46,5.43,3.41,4,2309
0.7,61.2,54,5.79,5.75,3.53,4,2310
0.5,63.3,55,5.08,5.06,3.21,2,2310
0.7,61.7,56,5.66,5.75,3.52,2,2310
0.7,62.4,60,5.72,5.63,3.54,3,2310
0.7,59.6,63,5.76,5.71,3.42,2,2310
0.62,63.4,55,5.46,5.43,3.45,2,2310
0.51,61.9,56,5.17,5.13,3.19,3,2310
0.7,61.9,58,5.69,5.72,3.53,4,2310
0.9,66,58,5.96,5.88,3.91,0,2310
0.7,57.8,61,5.88,5.82,3.38,1,2310
0.7,58.5,65,5.79,5.76,3.38,1,2310
0.7,63.5,54,5.69,5.64,3.6,2,2310
0.62,59.2,59.1,5.55,5.6,3.3,2,2311
0.72,63.4,53,5.72,5.79,3.64,1,2311
0.83,63.8,58,5.97,5.95,3.8,1,2311
0.72,62.2,57,5.75,5.72,3.57,3,2311
0.83,62.8,58,6,5.95,3.75,3,2311
0.55,59.6,59,5.32,5.39,3.19,2,2312
0.78,63,58,5.84,5.87,3.69,2,2312
0.7,63.6,56,5.6,5.63,3.57,2,2312
0.7,61.4,59,5.67,5.7,3.49,2,2312
0.7,60.3,59,5.73,5.78,3.47,2,2312
0.7,61.3,58,5.7,5.72,3.5,2,2312
0.7,60.3,60,5.77,5.81,3.49,2,2312
0.78,64.6,53,5.83,5.78,3.75,0,2312
0.72,61.6,55,5.76,5.78,3.55,4,2312
0.7,61.1,57,5.72,5.77,3.51,4,2312
0.7,59.3,64,5.8,5.76,3.43,1,2312
0.54,61,59,5.28,5.27,3.22,3,2313
0.7,61.7,59,5.64,5.68,3.49,2,2313
0.71,62.2,58,5.68,5.73,3.55,2,2313
0.82,62.9,57,5.88,5.94,3.72,2,2313
0.6,61.4,59,5.37,5.41,3.31,4,2313
0.71,61.9,55,5.7,5.74,3.54,4,2313
0.71,62.7,55,5.66,5.7,3.56,4,2313
0.71,61.1,57,5.71,5.75,3.5,4,2313
0.71,62.1,57,5.68,5.73,3.54,4,2313
0.7,60,62,5.73,5.83,3.47,1,2313
0.63,62,56,5.5,5.47,3.4,4,2313
0.81,61.8,58,5.97,5.91,3.68,3,2313
0.81,63,57,5.94,5.9,3.73,4,2313
0.81,61.6,62,6,5.92,3.67,3,2313
0.52,62,57,5.11,5.15,3.18,2,2314
0.55,60.2,60,5.29,5.38,3.21,2,2314
0.7,63.8,56,5.58,5.61,3.57,1,2314
0.72,61.6,60,5.79,5.73,3.55,3,2314
0.7,62.1,60,5.71,5.65,3.53,3,2314
0.71,63.6,55,5.58,5.65,3.57,1,2315
0.71,62.1,59,5.73,5.7,3.55,4,2315
0.7,60.1,57,5.79,5.82,3.49,2,2316
0.78,62.7,56,5.85,5.89,3.68,2,2316
0.76,57.5,62,6.03,6.08,3.48,2,2316
0.83,63.9,56,5.93,5.99,3.81,1,2316
0.72,61.3,56,5.79,5.76,3.54,3,2316
0.9,61.9,59,6.18,6.16,3.82,3,2316
0.6,62.4,56,5.44,5.39,3.38,3,2316
0.72,61.7,56,5.77,5.73,3.55,3,2316
0.59,61.7,56,5.42,5.48,3.36,2,2317
0.7,61.7,58,5.68,5.73,3.52,3,2317
0.7,60.8,58,5.75,5.8,3.51,3,2317
0.71,62.3,56,5.73,5.7,3.56,4,2317
0.71,61.1,62,5.76,5.72,3.51,3,2317
0.71,61.6,60,5.7,5.64,3.49,3,2317
0.51,62.4,55,5.08,5.12,3.18,4,2317
0.79,61.8,60,5.96,5.92,3.67,3,2317
0.73,64.6,59,5.69,5.64,3.66,0,2317
0.71,62.7,55,5.68,5.64,3.56,4,2317
0.56,62.7,55,5.32,5.27,3.32,4,2318
0.56,60.7,57,5.39,5.35,3.26,3,2318
0.54,62.1,55,5.21,5.26,3.25,2,2318
0.65,61.6,58,5.57,5.62,3.42,2,2318
0.72,63.3,53,5.73,5.68,3.61,2,2318
0.72,62,56,5.75,5.71,3.55,4,2318
0.8,64.6,55,5.86,5.75,3.75,0,2318
0.71,57.1,57,5.87,5.9,3.36,0,2318
0.7,64.2,60,5.62,5.59,3.6,1,2318
0.7,65.2,58,5.57,5.54,3.62,0,2318
0.7,64.6,57,5.6,5.57,3.61,0,2318
0.56,62,56,5.3,5.28,3.28,4,2318
0.56,61.9,56,5.32,5.28,3.28,4,2318
0.72,61.1,58,5.78,5.74,3.52,3,2318
0.72,62.6,59,5.74,5.69,3.58,3,2318
0.7,63.4,56,5.7,5.6,3.58,2,2318
0.6,61.8,57,5.42,5.36,3.33,4,2318
0.56,60.3,56,5.39,5.35,3.24,4,2318
0.7,62.5,63,5.7,5.63,3.54,2,2318
0.7,64.2,62,5.52,5.48,3.53,1,2318
0.72,60.8,58,5.8,5.74,3.51,3,2318
0.74,61.7,57,5.78,5.85,3.59,2,2319
0.71,63.2,59,5.66,5.6,3.56,2,2319
0.7,61.6,56,5.73,5.67,3.51,4,2319
0.7,60.2,58,5.76,5.7,3.45,3,2319
0.7,61.9,58,5.69,5.65,3.51,3,2319
0.61,63,60,5.35,5.29,3.35,3,2319
0.59,62,56,5.35,5.39,3.33,4,2319
0.71,61.6,55,5.72,5.74,3.53,4,2319
0.71,60.2,60,5.77,5.79,3.48,4,2319
0.71,62.3,53,5.69,5.82,3.56,4,2319
0.71,62,54,5.72,5.75,3.55,4,2319
0.71,62.1,55,5.67,5.73,3.55,4,2319
0.71,61,56,5.75,5.78,3.52,4,2319
0.7,62.1,60,5.73,5.71,3.55,3,2319
0.57,61.3,57,5.38,5.29,3.27,4,2319
0.57,61,54,5.43,5.39,3.3,4,2319
0.51,61.3,55,5.14,5.16,3.16,2,2320
0.51,61.8,56,5.13,5.16,3.18,2,2320
0.71,63,59,5.59,5.65,3.54,1,2320
0.63,61.9,58,5.48,5.51,3.4,4,2320
0.73,62.6,57,5.66,5.74,3.57,4,2320
0.72,60.4,58,5.82,5.78,3.5,3,2320
0.56,61.7,56,5.26,5.3,3.26,2,2321
0.73,62.3,54,5.81,5.78,3.61,4,2321
0.8,63.4,56,5.9,5.87,3.73,2,2321
0.57,60.2,57,5.38,5.41,3.25,4,2321
0.62,61.6,55,5.51,5.53,3.4,4,2321
0.56,62.2,54,5.3,5.34,3.31,4,2321
0.56,62,54,5.3,5.32,3.29,4,2321
0.53,61.3,58,5.27,5.2,3.21,3,2321
0.87,61.4,57,6.17,6.14,3.78,3,2321
0.71,62.7,59,5.66,5.7,3.56,3,2322
0.74,64.2,53,5.72,5.69,3.66,1,2322
0.95,64.9,56,6.17,6.12,3.99,0,2322
0.57,61.6,57,5.32,5.36,3.29,4,2322
0.59,61.5,57,5.36,5.4,3.31,4,2322
0.66,61.9,59,5.59,5.65,3.48,2,2323
0.81,62.2,57,5.95,5.98,3.71,4,2323
1.01,60.9,63,6.51,6.43,3.94,2,2323
0.51,61.4,60,5.11,5.05,3.12,3,2323
0.54,61.2,55,5.31,5.25,3.23,4,2323
0.54,59.1,60,5.36,5.34,3.16,3,2323
0.7,60.8,57,5.66,5.72,3.46,2,2324
0.61,62.1,57,5.41,5.47,3.38,4,2324
0.7,62.2,56,5.67,5.75,3.55,2,2325
0.6,61.5,55,5.42,5.45,3.34,4,2325
0.71,60.6,57,5.81,5.87,3.54,4,2325
0.71,62.3,60,5.69,5.73,3.56,2,2326
0.71,61.6,59,5.7,5.76,3.53,2,2326
0.72,62.1,57.5,5.72,5.74,3.57,2,2326
0.31,62.4,58,4.28,4.34,2.69,2,544
0.31,63.4,57,4.31,4.33,2.74,1,544
0.31,61.5,61,4.31,4.34,2.66,2,544
0.31,63.3,55,4.33,4.36,2.75,1,544
0.31,61.8,61,4.32,4.36,2.68,2,544
0.31,62.4,59,4.34,4.38,2.72,3,544
0.31,58.3,60,4.48,4.51,2.62,2,544
0.31,59.2,60,4.42,4.47,2.63,3,544
0.31,61.5,60,4.31,4.34,2.66,3,544
0.31,61,56,4.35,4.37,2.66,2,544
0.31,61.6,56,4.34,4.36,2.68,4,544
0.31,63.1,54,4.31,4.34,2.73,1,544
0.31,63.4,55,4.32,4.33,2.74,1,544
0.31,61.7,58,4.32,4.34,2.67,3,544
0.31,63.1,55,4.33,4.36,2.74,1,544
0.31,62.4,55,4.33,4.36,2.71,4,544
0.31,62.9,58,4.31,4.34,2.72,2,544
0.31,62.7,57,4.31,4.34,2.71,4,544
0.31,62.1,54,4.3,4.37,2.69,4,544
0.31,61.6,55,4.37,4.39,2.7,4,544
0.31,63.1,57,4.3,4.35,2.73,1,544
0.31,63.4,59,4.29,4.32,2.73,1,544
0.31,62.3,56,4.37,4.4,2.73,2,544
0.31,62.8,57,4.32,4.34,2.72,2,544
0.31,61.7,59,4.31,4.34,2.67,3,544
0.31,60.7,61,4.33,4.37,2.64,2,544
0.31,60.9,58,4.35,4.38,2.66,3,544
0.31,62.2,57,4.34,4.37,2.71,2,544
0.31,62.1,58,4.3,4.33,2.68,3,544
0.31,63.4,55,4.32,4.35,2.75,1,544
0.73,61.6,62,5.71,5.76,3.53,2,2326
0.73,59.3,61,5.82,5.85,3.46,2,2326
0.59,61.9,58,5.37,5.32,3.31,3,2326
0.71,62.3,54,5.74,5.76,3.58,4,2326
0.76,64.3,60,5.69,5.64,3.64,1,2326
0.68,58.6,59,5.8,5.77,3.39,3,2326
0.7,61.6,56,5.77,5.72,3.53,4,2326
1,70.2,58,6,5.73,4.13,0,2326
0.74,60.8,59,5.83,5.85,3.55,2,2327
0.73,62.1,54,5.79,5.8,3.6,4,2327
0.73,61.6,54,5.81,5.84,3.59,4,2327
0.74,62.1,57,5.75,5.81,3.59,4,2327
0.74,62.3,57,5.76,5.79,3.6,4,2327
0.74,63,57,5.72,5.77,3.62,1,2327
0.71,61.8,58,5.76,5.72,3.55,3,2327
0.71,63.6,56,5.7,5.65,3.61,1,2327
0.71,62.1,56,5.72,5.68,3.54,4,2327
0.71,63.3,56,5.69,5.65,3.59,2,2327
0.71,61.5,64,5.76,5.65,3.51,1,2327
0.71,60.1,68,5.8,5.72,3.46,0,2327
1.14,63.7,56,6.63,6.55,4.2,1,2327
0.71,59,57,5.85,5.88,3.46,2,2328
0.74,61.4,57,5.82,5.8,3.57,3,2328
